id,price
0,10236.913177507517
1,14118.390985119418
2,18281.366097580154
3,19574.190718336085
4,10537.017224848603
5,25685.30154734067
6,12256.95300922891
7,22633.243444622276
8,12827.35961957878
9,10774.613830040882
10,18086.543733586135
11,9063.464004897658
12,15830.728584472545
13,18408.317968106763
14,5975.561585467716
15,23140.747826300958
16,28176.854020229035
17,25977.377491188898
18,27711.631797780174
19,8237.263463973928
20,23770.3907400718
21,13504.254570596222
22,22031.940101451444
23,11591.526705216735
24,11277.429406833162
25,7708.743004049039
26,8939.01467784124
27,28977.307006651372
28,10014.054620205356
29,35143.35175749291
30,17656.948874374535
31,27355.340676770425
32,13597.527416118664
33,18756.716633743406
34,8596.640734157254
35,18918.216004736158
36,28134.64945792578
37,13642.850348907807
38,13892.113560012254
39,12254.012673933914
40,25648.359540437294
41,18585.840057259218
42,23178.669278914764
43,18978.055166446702
44,34382.32820259899
45,25231.347638554285
46,29794.53906012423
47,27189.986812221592
48,20654.04624081791
49,10993.84049894724
50,22788.9966779864
51,23509.76186104086
52,30214.224965613677
53,14259.370862799875
54,9966.748210645814
55,10966.501855604649
56,9544.801900288961
57,7139.880455102788
58,6292.812497492366
59,22731.855937894452
60,23139.706878422796
61,9391.839965136693
62,17164.667630724718
63,23464.03659133782
64,17310.89748763483
65,10817.121098332638
66,27266.179954563217
67,9617.019259243609
68,9380.464806846881
69,63864.71068822657
70,15948.481180722903
71,41826.00344287309
72,9964.70363666779
73,10092.208458800887
74,26817.81125996859
75,19249.29583949003
76,12520.204932686098
77,6362.304664595803
78,24331.35286645886
79,42268.48681786733
80,9664.958395306941
81,14674.854285476751
82,13377.549495555328
83,17311.699407418306
84,15535.829485554252
85,17630.994378802017
86,23061.58992178787
87,9285.333524808075
88,18113.78873154595
89,28633.466849763347
90,7109.947109826923
91,17924.839927233115
92,12968.252029959996
93,16880.68061308422
94,11300.290333726289
95,23535.954094731525
96,14347.190155090373
97,29561.138886127967
98,11615.622117913852
99,9146.636502085938
100,23014.135177817538
101,27341.148537382473
102,15588.861612951978
103,48268.611871051944
104,20083.93389956497
105,9456.509045249153
106,10315.390797488093
107,15414.348316730651
108,13433.628805234172
109,13536.070402612373
110,9534.381119693713
111,29082.387766133976
112,6870.242056886687
113,26599.928676192656
114,22904.83474952425
115,15745.081918483464
116,4967.641491493481
117,40480.91191515974
118,13974.15658997047
119,19672.77184919621
120,8911.227265182573
121,13372.176978950005
122,10034.048975191814
123,5120.992582568178
124,9643.95886994221
125,8735.423278327598
126,18129.338555512786
127,41107.31567544869
128,23380.20935197606
129,26474.39514342851
130,26718.03965060935
131,11566.050694949166
132,12929.349545877167
133,35631.46288685682
134,11746.49274066521
135,26905.578859491117
136,11648.655300304154
137,14458.010681283338
138,25226.705724208165
139,28313.58831788625
140,11958.671365147578
141,12519.67078298292
142,26486.179675872343
143,21015.722610900393
144,15090.396327414735
145,17218.54498243501
146,27166.825699040466
147,21318.587579094583
148,13752.652451917385
149,16740.945744130968
150,15691.078814425113
151,23123.333072692956
152,20825.16666666613
153,9699.217359945258
154,4288.734755787913
155,27512.32051070971
156,14160.518348362666
157,16858.106902325908
158,21996.847429928814
159,14315.741515550471
160,12746.751403037384
161,7339.378341353426
162,8250.75714160509
163,15154.807908802532
164,41309.82365428183
165,36445.43459421259
166,26301.950511076
167,50252.14851651832
168,23828.990007038625
169,15417.662306585842
170,28653.141996008493
171,20317.629219445378
172,15270.640367499062
173,7763.241013154756
174,16145.082856317342
175,12799.275486524446
176,14845.669069523487
177,13649.371686608642
178,13485.434954611583
179,19912.51368483327
180,25809.006601364028
181,25723.28553090381
182,12577.943188511776
183,11890.876722457519
184,6765.52520908287
185,10719.659556219682
186,16480.4271296734
187,26865.67403629949
188,18444.72257541202
189,9931.90804698817
190,9376.188172752914
191,8868.456728871855
